Palas,Precio,Marca,Color,Producto,Balance,Nucleo,Cara,Dureza,Nivel de Juego,Acabado,Forma,Superficie,Tipo de Juego,Jugador
VARLION AVANT DIFUSOR W 2021 RACPAC2012015,"149,95 €",varlion,"negro, naranja",palas,medio,ultrasoft eva,No data,No data,avanzado / competición,No data,lágrima,rugosa,No data,"hombre, mujer"
DUNLOP NEMESIS CONTROL,"79,95 €",dunlop,"negro, amarillo",palas,bajo,soft eva,fibra de vidrio,blanda,avanzado / competición,mate,redonda,lisa,No data,"hombre, mujer"
ADIDAS METALBONE HRD 3.2 2023,"194,95 €",adidas,"negro, blanco, rojo",palas,alto,eva,No data,No data,avanzado / competición,No data,diamante,rugosa,potencia,"hombre, mujer"
VARLION CANON DIFUSOR BLACK,"107,95 €",varlion,"negro, gold",palas,alto,medium eva,No data,media,avanzado / competición,mate,diamante,rugosa,potencia,"hombre, mujer"
VIBOR-A KING COBRA ANIVERSARIO,"404,95 €",vibor-a,"negro, rojo",palas,alto,soft eva,No data,No data,avanzado / competición,mate,diamante,lisa,No data,"hombre, mujer"
VARLION LW ONE 2023,"61,95 €",varlion,"negro, azul, rojo, plateado",palas,bajo,foam,fibra de vidrio,No data,principiante / intermedio,mate,redonda,lisa,control,"hombre, mujer"
WILSON CARBON FORCE PRO PADEL 2,"151,95 €",wilson,azul,No data,alto,soft eva,No data,blanda,avanzado / competición,No data,diamante,rugosa,polivalente,"hombre, mujer"
BLACK CROWN PITON 7.0 SOFT,"206,95 €",black crown,"negro, amarillo",palas,bajo,soft eva,"carbono, fibra de vidrio",No data,avanzado / competición,No data,redonda,rugosa,No data,"hombre, mujer"
HEAD GRAPHENE 360 GAMMA MOTION 2022,"117,95 €",head,"negro, azul",palas,medio,foam,No data,No data,avanzado / competición,mate,redonda,lisa,No data,hombre
VARLION AVANT CTI DIFUSOR BLACK,"73,95 €",varlion,"negro, rosa",palas,medio,medium eva,No data,No data,avanzado / competición,No data,lágrima,rugosa,No data,"hombre, mujer"
ENEBE COMBAT ULTRA SOFT,"59,95 €",enebe,"negro, amarillo, verde",palas,bajo,soft eva,fibra de vidrio,No data,principiante / intermedio,mate,redonda,lisa,No data,"hombre, mujer"
SOFTEE RANGER JUNIOR,"44,95 €",softee,"negro, amarillo",palas,"alto, medio",soft eva,fibra de vidrio,No data,principiante / intermedio,No data,No data,rugosa,No data,junior
SIUX EMPIRE GOLD,"54,95 €",siux,"negro, gold",palas,medio,black eva,fibra de vidrio,No data,principiante / intermedio,No data,No data,lisa,No data,"hombre, mujer"
WINGPADEL COMBAT BLACK ATTK 2 3K,"59,95 €",wingpadel,"negro, gris, naranja",palas,alto,soft eva,No data,No data,avanzado / competición,mate,No data,rugosa,polivalente,hombre
RS COBRA JUNIOR EDITION,"68,95 €",No data,negro,palas,medio,eva,fibra de vidrio,media,principiante / intermedio,No data,redonda,rugosa,control,junior
BULLPADEL VERTEX JR 2024,"62,95 €",bullpadel,rojo,palas,medio,eva,fibra de vidrio,No data,avanzado / competición,No data,diamante,lisa,polivalente,junior
BULLPADEL WING BALANCE,"74,95 €",bullpadel,"negro, amarillo",palas,medio,black eva,fibra de vidrio,No data,avanzado / competición,mate,lágrima,lisa,No data,"hombre, mujer"
VIBORA LETHAL ADVANCED,"69,95 €",vibor-a,"negro, rojo",palas,medio,soft eva,No data,No data,avanzado / competición,No data,lágrima,lisa,No data,hombre
RS PADEL PRIME TEAM EDITION NEGRO TURQUESA,"88,95 €",No data,"negro, rojo, verde",palas,medio,supersoft eva,No data,No data,avanzado / competición,No data,lágrima,rugosa,No data,hombre
RS PADEL COBRA EDITION NEGRO VERDE MUJER,"45,95 €",No data,verde,palas,bajo,eva,fibra de vidrio,No data,principiante / intermedio,mate,redonda,rugosa,control,mujer
BABOLAT REFLEX 2022,"116,95 €",babolat,"negro, blanco, azul",palas,alto,eva,fibra de vidrio,No data,principiante / intermedio,mate,diamante,lisa,potencia,"hombre, mujer"
ROYAL PADEL WHIP EXTREME,"189,95 €",royal padel,"negro, rojo",palas,"medio, bajo",No data,fibra de vidrio,No data,avanzado / competición,No data,redonda,No data,No data,"hombre, mujer"
DROP SHOT CONQUEROR 10,"135,95 €",drop shot,"negro, gris, verde",palas,alto,medium eva,No data,No data,"avanzado / competición, profesional",No data,diamante,rugosa,No data,hombre
RS PRIME POWER EDITION 2.0,"104,95 €",No data,"negro, gris",palas,medio,soft eva,No data,No data,avanzado / competición,No data,lágrima,rugosa,No data,hombre
NOX AT10 GENIUS 18K AGUSTIN TAPIA 2022,"152,95 €",nox,"gris, rojo",palas,medio,medium eva,No data,No data,profesional,No data,lágrima,rugosa,No data,hombre
VARLION LW 8.8 WOMAN,"52,95 €",varlion,rosa,palas,bajo,supersoft eva,fibra de vidrio,No data,principiante / intermedio,mate,redonda,lisa,control,mujer
BULLPADEL VERTEX GIRL JUNIOR 2023,"59,95 €",bullpadel,"blanco, azul, rosa",palas,alto,eva,fibra de vidrio,No data,avanzado / competición,No data,diamante,lisa,potencia,junior
VIBOR-A LIQUID KING COBRA,"170,95 €",No data,"negro, gold",palas,bajo,soft eva,No data,No data,avanzado / competición,mate,redonda,rugosa,No data,"hombre, mujer"
STARVIE TITANIA KEPLER PRO 2.0 2023,"188,95 €",vibor-a,"negro, rojo",palas,alto,black eva,No data,No data,avanzado / competición,No data,lágrima,rugosa,control,"hombre, mujer"
ARES SPEAR,"129,95 €",No data,"negro, rojo, lila",palas,bajo,eva,No data,No data,avanzado / competición,mate,redonda,rugosa,No data,"hombre, mujer"
BULLPADEL FLOW W MUJER MASTER FINAL 23,"202,95 €",bullpadel,negro,palas,alto,multieva,No data,media,avanzado / competición,No data,diamante,lisa,potencia,mujer
VARLION BOURNE PRISMA AIRFLOW W LIMA 2023,"254,95 €",dunlop,"negro, amarillo, gris",palas,medio,eva,fibra de vidrio,No data,avanzado / competición,No data,No data,rugosa,polivalente,"hombre, mujer"
DUNLOP IMPACT CARBON PRO LTD AMARILLA,"69,95 €",varlion,"negro, amarillo",palas,alto,eva,No data,No data,profesional,No data,diamante,rugosa,potencia,hombre
RS RIALTO PRO LIGHT 2024,"251,95 €",No data,blanco,palas,medio,eva,No data,"media, blanda",principiante / intermedio,No data,lágrima,rugosa,polivalente,hombre
DUNLOP GALACTICA JUNIOR,"55,95 €",dunlop,"negro, plateado",palas,medio,ultrasoft eva,fibra de vidrio,No data,principiante / intermedio,mate,lágrima,lisa,No data,junior
BABOLAT REVENGE WOMAN 2022,"75,95 €",babolat,"negro, naranja",palas,medio,eva,fibra de vidrio,No data,avanzado / competición,mate,lágrima,lisa,polivalente,mujer
WILSON ULTRA ELITE V2 PADEL,"94,95 €",wilson,"negro, azul",palas,alto,soft eva,"carbono, fibra de vidrio",No data,avanzado / competición,No data,diamante,rugosa,No data,"hombre, mujer"
DROP SHOT PONNY BT,"53,95 €",drop shot,No data,palas,"alto, medio",medium eva,fibra de vidrio,No data,principiante / intermedio,No data,No data,rugosa,control,junior
ENEBE RSX CARBON 22,"120,95 €",enebe,"negro, rojo",palas,medio,ultrasoft eva,No data,No data,avanzado / competición,mate,lágrima,lisa,No data,"hombre, mujer"
NOX EQUATION WPT ADVANCED SERIES 23 MUJER,"59,95 €",nox,"blanco, rosa",palas,bajo,eva,fibra de vidrio,No data,avanzado / competición,No data,redonda,rugosa,control,mujer
VARLION CARRERA C BLACK LTD,"60,95 €",head,negro,palas,medio,foam,fibra de vidrio,media,principiante / intermedio,No data,lágrima,lisa,polivalente,"hombre, mujer"
HEAD EVO EXTREME 2023,"284,95 €",varlion,gris,palas,medio,eva,No data,media,avanzado / competición,No data,lágrima,rugosa,polivalente,hombre
ADIDAS ADIPOWER MULTIWEIGHT 2023,"184,60 €",adidas,"negro, amarillo",palas,medio,eva,No data,No data,avanzado / competición,mate,diamante,rugosa,polivalente,hombre
HEAD ZEPHYR 2023,"115,95 €",vibor-a,No data,palas,medio,soft eva,No data,No data,avanzado / competición,mate,lágrima,lisa,No data,hombre
VIBOR-A BLACKHEAD CARBON 2022,"95,95 €",head,"negro, rosa",palas,medio,foam,No data,No data,principiante / intermedio,mate,redonda,rugosa,polivalente,hombre
HEAD SPEED MOTION 2023,"129,95 €",head,"negro, marrón",palas,alto,foam,"carbono, fibra de vidrio",No data,avanzado / competición,No data,lágrima,lisa,potencia,hombre
PALA SIUX PEGASUS REVOLUTION 3K,"129,95 €",siux,"negro, marrón",palas,alto,soft eva,No data,media,avanzado / competición,mate,lágrima,lisa,potencia,hombre
BLACK CROWN PITON ATTACK 12K PLUS,"144,95 €",black crown,"negro, lima",palas,"alto, medio",supersoft eva,No data,No data,avanzado / competición,No data,lágrima,rugosa,No data,hombre
DUNLOP INFINITY PRO G1 HL METAL,"89,95 €",dunlop,"negro, gris",palas,medio,eva,No data,media,avanzado / competición,mate,lágrima,lisa,polivalente,hombre
VIBORA LETHAL HYBRID,"84,95 €",vibor-a,"negro, gold",palas,alto,soft eva,No data,No data,avanzado / competición,mate,No data,lisa,No data,hombre
ROYAL PADEL 790 WHIP HYBRID,"161,95 €",royal padel,"negro, azul, rojo",palas,medio,No data,fibra de vidrio,No data,avanzado / competición,No data,No data,No data,No data,hombre
DUNLOP INFERNO ELITE LT G1 HL AZUL NARANJA,"89,95 €",dunlop,"negro, naranja, azul",palas,medio,medium eva,No data,No data,avanzado / competición,mate,lágrima,lisa,No data,"hombre, mujer"
VARLION LW HEXAGON 8.8 2023,"89,95 €",varlion,"azul, verde",palas,bajo,ultrasoft eva,"carbono, fibra de vidrio",No data,principiante / intermedio,mate,redonda,rugosa,control,"hombre, mujer"
LEGEND ODYSSEY 2.0,"59,95 €",No data,"negro, azul",palas,medio,ultrasoft eva,No data,blanda,principiante / intermedio,mate,No data,lisa,polivalente,hombre
PALA SIUX OPTIMUS 5 AIR,"49,95 €",siux,"negro, azul",palas,medio,ultrasoft eva,fibra de vidrio,No data,principiante / intermedio,"mate, arenoso",No data,rugosa,polivalente,mujer
BULLPADEL NEURON MASTER FINAL 2023,"223,95 €",bullpadel,No data,palas,medio,multieva,No data,No data,profesional,No data,No data,lisa,polivalente,hombre
RS PADEL PRO EDITION CAYETANO ROCAFORT,"124,95 €",No data,"negro, gold",palas,"alto, medio",medium eva,No data,No data,avanzado / competición,No data,No data,rugosa,No data,hombre
WILSON BELA LT PADEL 2,"132,95 €",wilson,"negro, rojo",palas,alto,soft eva,No data,No data,avanzado / competición,No data,diamante,lisa,No data,"hombre, mujer"
STAR VIE TITANIA KEPLER PRO,"69,95 €",No data,"negro, azul, rojo",palas,medio,medium eva,No data,No data,"avanzado / competición, profesional",No data,redonda,rugosa,No data,"hombre, mujer"
HEAD EXTREME MOTION 2023,"168,95 €",head,verde,palas,alto,foam,"carbono, fibra de vidrio",media,avanzado / competición,mate,diamante,rugosa,potencia,"hombre, mujer"
DROP SHOT TOP GUN,"88,95 €",drop shot,"negro, verde",palas,medio,soft eva,No data,No data,principiante / intermedio,No data,No data,rugosa,No data,"hombre, mujer"
RS PADEL COBRA EDITION NEGRO ROSA MUJER,"89,95 €",No data,"negro, rosa",palas,medio,soft eva,fibra de vidrio,No data,principiante / intermedio,No data,redonda,rugosa,No data,mujer
STAR VIE METHEORA WARRIOR 2022,"119,95 €",No data,No data,palas,medio,soft eva,No data,No data,avanzado / competición,No data,redonda,rugosa,No data,hombre
WINGPADEL AIR COMBAT BLACK ATTACK 4.0,"49,95 €",wingpadel,"negro, plateado",palas,"alto, medio",eva,No data,media,avanzado / competición,mate,diamante,lisa,potencia,hombre
HEAD ZEPHYR UL 2023 225053,"71,95 €",head,"negro, amarillo",palas,medio,foam,No data,No data,principiante / intermedio,mate,redonda,rugosa,polivalente,hombre
DUNLOP INFERNO ELITE LT G1 HL NARANJA AZUL,"89,95 €",siux,"negro, azul",palas,medio,soft eva,fibra de vidrio,No data,avanzado / competición,mate,redonda,lisa,No data,hombre
SIUX SX6,"65,95 €",dunlop,"negro, naranja, azul",palas,medio,medium eva,No data,No data,avanzado / competición,No data,lágrima,rugosa,No data,"hombre, mujer"
BULLPADEL X COMPACT 2 LTD PLATA,"49,95 €",bullpadel,"negro, plateado",palas,bajo,soft eva,fibra de vidrio,No data,avanzado / competición,mate,redonda,lisa,No data,"hombre, mujer"
DUNLOP SONIC SOFT,"59,95 €",dunlop,"negro, azul",palas,medio,soft eva,No data,No data,principiante / intermedio,mate,lágrima,lisa,No data,"hombre, mujer"
PALA SIUX TSUNAMI REVOLUTION,"84,95 €",siux,"negro, rojo",palas,medio,soft eva,No data,No data,avanzado / competición,mate,No data,lisa,control,hombre
WILSON PRO STAFF SPEED,"39,95 €",wilson,naranja,palas,medio,eva,fibra de vidrio,blanda,principiante / intermedio,No data,lágrima,lisa,polivalente,hombre
ADIDAS MATCH 3.2 2023,"41,95 €",adidas,"negro, blanco, azul",palas,medio,soft eva,fibra de vidrio,No data,principiante / intermedio,mate,lágrima,lisa,polivalente,hombre
NOX AT10 GENIUS HARD AGUSTÍN TAPIA 2022,"149,95 €",nox,No data,palas,medio,black eva,No data,No data,profesional,No data,lágrima,rugosa,No data,hombre
ADIDAS METALBONE TEAM 3.3 2024,"136,95 €",adidas,"negro, rojo",palas,alto,soft eva,fibra de vidrio,blanda,avanzado / competición,No data,diamante,rugosa,potencia,hombre
WILSON BLADE TOUR V2,"124,95 €",wilson,"negro, lima",palas,medio,hard eva,No data,No data,avanzado / competición,No data,lágrima,rugosa,No data,hombre
HEAD DELTA ELITE 2022,"94,95 €",head,No data,palas,alto,foam,fibra de vidrio,No data,principiante / intermedio,mate,diamante,lisa,No data,"hombre, mujer"
PACK BULLPADEL VERTEX 03 23 MAN,"174,95 €",bullpadel,No data,palas,medio,multieva,No data,media,profesional,No data,diamante,rugosa,control,mujer
PACK BULLPADEL VERTEX 03 WOMAN,"132,95 €",bullpadel,negro,palas,alto,medium eva,No data,media,avanzado / competición,No data,diamante,rugosa,potencia,hombre
BABOLAT REVEAL 2022,"71,95 €",babolat,verde,palas,bajo,eva,No data,media,principiante / intermedio,No data,redonda,lisa,polivalente,"hombre, mujer"
MYSTICA LEGACY CARBON ATTACK RED 2024,"83,95 €",No data,negro,palas,alto,eva,No data,dura,avanzado / competición,mate,diamante,No data,potencia,"hombre, mujer"
PALA SIUX VIKING IV,"59,95 €",siux,"negro, verde",palas,medio,soft eva,fibra de vidrio,No data,principiante / intermedio,No data,No data,lisa,No data,hombre
VARLION AVANT DIFUSOR CARBON BLACK,"107,95 €",varlion,"negro, gris, azul",palas,medio,medium eva,fibra de vidrio,No data,avanzado / competición,No data,lágrima,rugosa,No data,"hombre, mujer"
HEAD ZEPHYR PRO 2023,"89,95 €",head,"negro, azul",palas,medio,black eva,No data,No data,principiante / intermedio,mate,redonda,lisa,polivalente,"hombre, mujer"
BULLPADEL VERTEX X SERIES GREY,"89,95 €",bullpadel,"negro, plateado",palas,alto,eva,No data,No data,avanzado / competición,No data,diamante,lisa,potencia,"hombre, mujer"
BLACK CROWN PITON 4.0,"197,95 €",black crown,"negro, rojo",palas,bajo,eva,fibra de vidrio,No data,avanzado / competición,No data,redonda,lisa,control,hombre
DUNLOP GRAVITY,"79,95 €",dunlop,"negro, azul",palas,alto,medium eva,No data,No data,avanzado / competición,No data,diamante,lisa,No data,"hombre, mujer"
STAR VIE RAPTOR 2021,"113,95 €",No data,"negro, blanco, rojo",palas,"medio, bajo",soft eva,No data,No data,"avanzado / competición, profesional",No data,redonda,rugosa,No data,"hombre, mujer"
BLACK CROWN PITON 6.0 CHROME,"65,95 €",black crown,"negro, plateado",palas,medio,soft eva,fibra de vidrio,No data,avanzado / competición,mate,redonda,lisa,No data,"hombre, mujer"
ADIDAS ADIPOWER 3.2 2023,"161,50 €",adidas,"negro, blanco, amarillo",palas,alto,black eva,No data,media,avanzado / competición,No data,diamante,rugosa,potencia,hombre
VIBOR-A YARARA LIQUID EDITION 2023,"187,95 €",vibor-a,"negro, blanco, gold, rojo",palas,medio,soft eva,No data,No data,avanzado / competición,No data,lágrima,rugosa,polivalente,hombre
ADIDAS BEACH TENNIS BT METALBONE TEAM H14 BLANCO,"99,95 €",adidas,No data,palas,"avanzado / competición, principiante / intermedio",No data,No data,No data,"avanzado / competición, principiante / intermedio",No data,No data,No data,No data,"hombre, mujer"
RS PRIME TEAM AMANDA GIRDO LIMITED EDITION,"179,95 €",No data,No data,palas,medio,soft eva,No data,blanda,"principiante / intermedio, profesional",No data,lágrima,lisa,polivalente,mujer
VARLION LW CARBON ALU,"79,95 €",varlion,"blanco, gris, azul",palas,medio,medium eva,No data,No data,avanzado / competición,No data,redonda,rugosa,No data,"hombre, mujer"
RS COBRA JUNIOR EDITION 91001,"64,95 €",No data,"negro, blanco, naranja",palas,bajo,soft eva,fibra de vidrio,No data,principiante / intermedio,No data,redonda,rugosa,No data,junior
DUNLOP GALACTICA,"111,95 €",dunlop,"negro, amarillo, plateado",palas,"alto, medio",medium eva,No data,No data,avanzado / competición,No data,lágrima,rugosa,No data,hombre
VIBOR-A BLACK MAMBA ELITE 3K,"184,95 €",vibor-a,negro,No data,medio,medium eva,No data,media,principiante / intermedio,No data,No data,rugosa,polivalente,hombre
ENEBE COMBAT CARBON 21,"95,95 €",enebe,"negro, amarillo",palas,bajo,black eva,No data,No data,avanzado / competición,mate,lágrima,lisa,No data,hombre
WILSON ACCENT LT PADEL 2 AZUL,"138,95 €",wilson,No data,palas,medio,soft eva,No data,blanda,principiante / intermedio,No data,lágrima,rugosa,polivalente,hombre
WINGPADEL AIR CYCLONE 4.0,"80,95 €",wingpadel,"negro, naranja",palas,alto,medium eva,fibra de vidrio,No data,principiante / intermedio,mate,diamante,lisa,No data,hombre
ROYAL PADEL CROSS PRO,"187,95 €",royal padel,"negro, rojo",palas,medio,No data,fibra de vidrio,No data,avanzado / competición,mate,lágrima,No data,No data,"hombre, mujer"
VARLION LW HEXAGON 8.8,"70,95 €",varlion,"negro, rojo",palas,bajo,soft eva,fibra de vidrio,No data,principiante / intermedio,No data,redonda,lisa,No data,"hombre, mujer"
DUNLOP ROCKET ULTRA NARANJA,"39,95 €",dunlop,"negro, naranja",palas,"medio, bajo",soft eva,fibra de vidrio,No data,principiante / intermedio,mate,redonda,lisa,No data,"hombre, mujer"
VARLION MAXIMA PRISMA RADIO,"177,95 €",varlion,morado,palas,"medio, bajo",medium eva,No data,No data,"avanzado / competición, profesional",No data,No data,rugosa,No data,"hombre, mujer"
HEAD MONSTER KIDS,"44,95 €",head,No data,palas,"medio, bajo",foam,fibra de vidrio,No data,principiante / intermedio,mate,lágrima,lisa,No data,junior
RS COBRA JUNIOR EDITION,"68,95 €",No data,"negro, rosa",palas,medio,eva,fibra de vidrio,No data,principiante / intermedio,No data,redonda,rugosa,polivalente,junior
SOFTEE RANGER GREEN,"84,00 €",softee,"negro, verde",palas,"alto, medio",soft eva,fibra de vidrio,No data,principiante / intermedio,No data,No data,rugosa,No data,"hombre, mujer"
DROP SHOT NABUCCO LTD,"197,95 €",drop shot,"negro, azul",palas,medio,medium eva,No data,No data,avanzado / competición,No data,lágrima,lisa,No data,"hombre, mujer"
VARLION BOURNE ONE,"39,95 €",varlion,"negro, verde",palas,medio,eva,No data,media,principiante / intermedio,No data,lágrima,lisa,polivalente,hombre
BULLPADEL VERTEX 04 MX 24,"73,95 €",varlion,"negro, azul",palas,bajo,ultrasoft eva,fibra de vidrio,No data,avanzado / competición,No data,redonda,rugosa,No data,"hombre, mujer"
VARLION LW CARBON TI DIFUSOR BLACK,"244,95 €",bullpadel,No data,palas,alto,multieva,No data,No data,avanzado / competición,No data,diamante,rugosa,potencia,hombre
VARLION CANON CTI DIFUSOR BLACK,"73,95 €",varlion,"negro, amarillo",palas,alto,medium eva,"carbono, fibra de vidrio",No data,avanzado / competición,No data,diamante,rugosa,No data,"hombre, mujer"
BULLPADEL ELITE W MASTER FINAL 2022,"169,95 €",bullpadel,"negro, beige, marrón",palas,medio,eva,No data,media,avanzado / competición,mate,lágrima,lisa,polivalente,mujer
VIBOR-A KING COBRA 2019,"129,95 €",vibor-a,"negro, rojo",palas,alto,soft eva,No data,No data,avanzado / competición,No data,diamante,rugosa,No data,"hombre, mujer"
VIBOR-A BLACK MAMBA XTREME 3K 2024,"147,95 €",vibor-a,"negro, amarillo",No data,medio,eva,No data,media,avanzado / competición,No data,diamante,rugosa,polivalente,hombre
BABOLAT AIR VERTUO 2022,"125,95 €",babolat,"negro, azul",palas,medio,black eva,fibra de vidrio,No data,avanzado / competición,No data,lágrima,rugosa,No data,"hombre, mujer"
VIBOR-A MORTAL CARBON 2022,"139,95 €",vibor-a,No data,palas,medio,soft eva,fibra de vidrio,No data,avanzado / competición,mate,lágrima,lisa,No data,"hombre, mujer"
DUNLOP INFERNO CARBON ELITE,"79,95 €",dunlop,"negro, rojo",palas,"alto, medio",medium eva,No data,No data,avanzado / competición,No data,No data,lisa,No data,"hombre, mujer"
AKKERON NEXUS 2022,"109,95 €",No data,"gris, verde",palas,bajo,ultrasoft eva,No data,No data,principiante / intermedio,No data,redonda,rugosa,No data,"hombre, mujer"
DROP SHOT PREMIUM 2.0 DP264018,"125,95 €",drop shot,"negro, verde",palas,alto,eva,No data,media,avanzado / competición,No data,lágrima,No data,polivalente,hombre
DUNLOP BLITZ EVOLUTION RED,"39,95 €",dunlop,"negro, rojo",palas,"medio, bajo",soft eva,fibra de vidrio,No data,principiante / intermedio,No data,redonda,rugosa,No data,"hombre, mujer"
VIBORA BLACK MAMBA ANIVERSARIO,"169,95 €",vibor-a,"negro, amarillo",palas,medio,soft eva,No data,No data,avanzado / competición,No data,lágrima,lisa,No data,"hombre, mujer"
SIDE SPIN SS2 FIBER GLASS,"53,95 €",No data,"negro, azul",palas,bajo,soft eva,fibra de vidrio,No data,principiante / intermedio,mate,redonda,lisa,No data,"hombre, mujer"
BULLPADEL HACK 03 SPO,"193,95 €",bullpadel,"negro, gold",palas,alto,medium eva,No data,No data,"avanzado / competición, profesional",No data,diamante,rugosa,No data,hombre
STARVIE TRITON SPEED 2.0 2023,"284,95 €",No data,"negro, amarillo",palas,medio,soft eva,No data,blanda,avanzado / competición,No data,lágrima,rugosa,polivalente,hombre
AKKERON NEXUS CARBON LEGACY R 20,"94,95 €",No data,"negro, verde",palas,"medio, bajo",ultrasoft eva,No data,No data,avanzado / competición,No data,redonda,lisa,No data,"hombre, mujer"
PICKLEBALL ADIDAS PB ADIPOWER CTRL 3.2 ROJO NEGRO PB1CA0U17,"229,95 €",adidas,"negro, rojo",palas,medio,hard eva,No data,dura,avanzado / competición,No data,redonda,No data,potencia,"hombre, mujer"
RS PRIME TEAM VSQZ LIMITED EDITION 95017,"179,95 €",No data,No data,palas,medio,supersoft eva,No data,media,avanzado / competición,No data,lágrima,lisa,polivalente,hombre
VARLION BOURNE HEXAGON 8.8 2023,"134,95 €",bullpadel,No data,No data,medio,black eva,No data,dura,avanzado / competición,No data,diamante,lisa,polivalente,hombre
BULLPADEL VERTEX 02 X HYBRID,"77,95 €",varlion,"negro, naranja",palas,medio,foam,No data,No data,avanzado / competición,No data,diamante,lisa,polivalente,hombre
STARVIE TRITON PRO 2024,"215,95 €",No data,"negro, plateado",No data,alto,eva,No data,media,avanzado / competición,No data,lágrima,rugosa,potencia,hombre
MYSTICA LEGACY CARBON HYBRID BLUE 2024,"83,95 €",No data,azul,palas,medio,eva,No data,"dura, media",avanzado / competición,mate,No data,No data,polivalente,"hombre, mujer"
NOX MP10 GEMELAS ATOMIKAS BY MAPI SÁNCHEZ ALAYETO 2022,"104,95 €",nox,"negro, azul",palas,bajo,medium eva,fibra de vidrio,No data,"avanzado / competición, profesional",No data,redonda,rugosa,No data,mujer
WILSON ULTRA TEAM V2 PADEL 2,"52,95 €",wilson,"negro, azul",palas,alto,medium eva,fibra de vidrio,No data,avanzado / competición,No data,diamante,lisa,No data,"hombre, mujer"
VARLION LW DIFUSOR BLACK,"99,95 €",wilson,"negro, azul",palas,medio,soft eva,fibra de vidrio,No data,avanzado / competición,No data,redonda,rugosa,polivalente,"hombre, mujer"
WILSON PRO STAFF V2 PADEL ALT 2,"125,95 €",varlion,"negro, plateado",palas,"alto, medio",soft eva,No data,No data,avanzado / competición,No data,lágrima,lisa,No data,"hombre, mujer"
DUNLOP TITAN LT HL ORANGE,"225,95 €",dunlop,"negro, naranja",palas,alto,medium eva,fibra de vidrio,No data,avanzado / competición,mate,redonda,lisa,No data,"hombre, mujer"
VIDAR OF BASTAD CC ELITE X,"178,95 €",No data,"negro, gris",palas,"alto, medio",medium eva,No data,No data,avanzado / competición,No data,lágrima,rugosa,No data,"hombre, mujer"
DROP SHOT CONQUEROR 10 JR,"26,95 €",drop shot,"negro, azul",palas,"alto, medio",soft eva,fibra de vidrio,No data,avanzado / competición,No data,lágrima,lisa,No data,junior
DROP SHOT SPEKTRO 7.0 BT,"179,95 €",drop shot,"negro, rosa",palas,"alto, medio",hard eva,No data,No data,avanzado / competición,No data,No data,lisa,control,"hombre, mujer"
SOFTEE POTENZA EVOLUTION ROJO NEGRO,"165,95 €",softee,"negro, plateado",palas,"alto, medio",soft eva,No data,No data,avanzado / competición,No data,diamante,lisa,No data,"hombre, mujer"
SOFTEE HELIX NEGRO AMARILLO,"178,00 €",softee,"negro, amarillo",palas,alto,supersoft eva,No data,No data,avanzado / competición,No data,diamante,lisa,No data,"hombre, mujer"
SOFTEE WINNER PRO LIMA,"83,95 €",bullpadel,"negro, blanco, rojo",palas,alto,black eva,No data,No data,avanzado / competición,No data,diamante,rugosa,No data,"hombre, mujer"
BULLPADEL VERTEX CARBON L.E. ROJO,"189,95 €",softee,"negro, lima",palas,"alto, medio",soft eva,No data,No data,avanzado / competición,No data,lágrima,lisa,No data,"hombre, mujer"
JOMA OPEN NEGRO TURQUESA,"71,95 €",joma,"negro, azul, verde",palas,medio,soft eva,fibra de vidrio,blanda,principiante / intermedio,No data,lágrima,lisa,polivalente,hombre
VIBOR-A REAL,"64,95 €",vibor-a,"negro, verde",palas,alto,soft eva,fibra de vidrio,No data,principiante / intermedio,mate,redonda,rugosa,potencia,hombre
SOFTEE RUNA 3K HYBRID FUCSIA,"152,95 €",softee,"negro, fucsia",palas,"alto, medio",soft eva,No data,No data,avanzado / competición,mate,No data,lisa,No data,"hombre, mujer"
NOX ULTIMATE POWER FIBER BLACK LTD,"215,95 €",nox,"negro, gris",palas,alto,eva,fibra de vidrio,No data,avanzado / competición,mate,diamante,rugosa,potencia,"hombre, mujer"
PALA BEACH TENNIS ADIDAS METALBONE CARBON H34 NEGRO,"189,95 €",No data,negro,palas,medio,soft eva,No data,blanda,avanzado / competición,mate,lágrima,rugosa,control,hombre
PALA BEACH TENNIS ADIDAS BT METALBONE CARBON,"259,95 €",adidas,negro,palas,alto,soft eva,No data,dura,avanzado / competición,No data,lágrima,rugosa,potencia,hombre
PICKLEBALL ADIDAS PB ADIPOWER CTRL TEAM PB2CA0U29,"184,95 €",adidas,amarillo,palas,medio,No data,fibra de vidrio,No data,avanzado / competición,No data,No data,No data,control,"hombre, mujer"
PICKLEBALL HEAD RADICAL TOUR CO 226012,"144,95 €",head,negro,palas,No data,No data,fibra de vidrio,No data,avanzado / competición,No data,No data,No data,potencia,hombre
BULLPADEL VERTEX 04 CMF BR 2024,"181,95 €",bullpadel,No data,palas,alto,multieva,No data,media,avanzado / competición,No data,diamante,rugosa,potencia,hombre
VIBOR-A KING COBRA LIQUID EDITION 2023,"205,95 €",vibor-a,"negro, rojo",palas,medio,soft eva,No data,No data,avanzado / competición,No data,lágrima,rugosa,polivalente,"hombre, mujer"
ORYGEN STRATUS XTREME,"59,95 €",orygen,"negro, amarillo",palas,alto,ultrasoft eva,No data,No data,avanzado / competición,mate,lágrima,lisa,No data,"hombre, mujer"
