Palas,Precio,Marca,Color,Balance,Nucleo,Cara,Dureza,Nivel de Juego,Forma,Superficie,Tipo de Juego,Jugador
DUNLOP TITAN LT HL ORANGE,64.95,vibor-a,"negro, naranja",medio,medium eva,fibra de vidrio,No data,avanzado,lágrima,rugosa,polivalente,mixta
VIBOR-A MORTAL FIBRA,225.95,dunlop,"negro, naranja",alto,medium eva,fibra de vidrio,No data,avanzado,redonda,lisa,No data,mixta
DUNLOP IMPACT HL YELLOW,39.95,dunlop,"negro, amarillo",medio,soft eva,fibra de vidrio,No data,principiante,lágrima,lisa,No data,mixta
DROP SHOT ESSENCE 1.0,101.95,drop shot,"negro, gris",No data,medium eva,No data,No data,avanzado,lágrima,rugosa,No data,mixta
DROP SHOT PREMIUM PRO 1 BT,103.95,drop shot,"negro, verde",medio,hard eva,No data,No data,avanzado,No data,rugosa,polivalente,mixta
VARLION LW CARBON 8 PRISMA PANSY MUJER,127.95,varlion,"blanco, naranja",bajo,soft eva,No data,No data,avanzado,redonda,rugosa,No data,mujer
VARLION LW HEXAGON 8.8,51.95,varlion,"negro, azul",bajo,soft eva,fibra de vidrio,No data,avanzado,redonda,lisa,No data,mixta
BEACH TENNIS NOX ML 10 PRO CUP,109.95,nox,"blanco, gold",medio,soft eva,fibra de vidrio,No data,avanzado,No data,rugosa,polivalente,mixta
SOFTEE SPEED SKY POWER,121.95,softee,"negro, azul",medio,soft eva,No data,No data,avanzado,lágrima,rugosa,No data,mixta
SIUX GENESIS POWER 12K,244.95,siux,"negro, naranja",alto,medium eva,No data,No data,avanzado,diamante,rugosa,potencia,hombre
SOFTEE SWAT RED,90.0,softee,"negro, blanco, rojo",medio,soft eva,fibra de vidrio,No data,principiante,No data,rugosa,No data,mixta
VARLION BOURNE ONE 2023,61.95,varlion,"negro, amarillo, gold",medio,foam,fibra de vidrio,No data,principiante,diamante,lisa,polivalente,mixta
PALA BEACH TENNIS ADIDAS METALBONE TEAM H31 AZUL NEGRO,152.95,adidas,"negro, azul",alto,medium eva,mix,media,avanzado,lágrima,No data,potencia,hombre
HEAD EXTREME ONE 2023 SPECIAL PACKAGING,269.95,head,negro,alto,foam,No data,media,avanzado,diamante,rugosa,potencia,mixta
VARLION BOURNE PRISMA RADIO S AZUL 2023,229.95,varlion,"negro, azul",medio,medium eva,No data,No data,avanzado,lágrima,rugosa,polivalente,mixta
BULLPADEL ELITE W MUJER MASTER FINAL 23,202.95,bullpadel,negro,alto,medium eva,No data,blanda,avanzado,No data,lisa,polivalente,mujer
NOX ML10 PRO CUP LUXURY SERIES 2022,139.95,nox,"blanco, gold",medio,soft eva,fibra de vidrio,No data,avanzado,redonda,rugosa,No data,mixta
TECNIFIBRE WALL MASTER 365 BLANCO NEGRO,160.95,tecnifibre,"negro, blanco",medio,soft eva,fibra de vidrio,No data,avanzado,redonda,rugosa,No data,mixta
VARLION BOURNE HEXAGON 8.8,51.95,varlion,"negro, rojo",No data,soft eva,No data,No data,avanzado,diamante,lisa,No data,mixta
HARLEM EUPHORIA SOFT LADY,63.95,No data,"negro, morado",No data,soft eva,No data,No data,avanzado,No data,lisa,No data,mujer
DUNLOP IMPACT CARBON PRO LTD BLK,69.95,dunlop,"negro, gris",medio,soft eva,fibra de vidrio,No data,avanzado,No data,rugosa,polivalente,mixta
BLACK CROWN PITON 5.0,57.95,black crown,"amarillo, morado",bajo,medium eva,No data,No data,avanzado,redonda,lisa,No data,mixta
VIBOR-A BLACKHEAD FIBRA,64.95,vibor-a,negro,medio,medium eva,fibra de vidrio,No data,avanzado,lágrima,lisa,polivalente,mixta
DUNLOP INFERNO GOLD,79.95,dunlop,"negro, gold",No data,medium eva,No data,No data,avanzado,lágrima,lisa,No data,mixta
DUNLOP INFERNO SILVER,79.94,dunlop,"negro, naranja, plateado",No data,medium eva,No data,No data,avanzado,lágrima,lisa,No data,mixta
DUNLOP GALAXY CARBON,224.95,dunlop,"negro, verde",bajo,soft eva,No data,No data,avanzado,lágrima,rugosa,No data,mixta
DUNLOP GALACTICA LITE,184.95,dunlop,"negro, azul, plateado",No data,soft eva,No data,No data,avanzado,lágrima,rugosa,No data,mixta
HEAD FLASH PRO 2022,75.95,head,No data,alto,foam,fibra de vidrio,No data,principiante,diamante,lisa,No data,mixta
AKKERON FURIA 2022,138.95,No data,No data,medio,soft eva,No data,No data,avanzado,redonda,rugosa,No data,hombre
VARLION LW CARBON 8 PRISMA,127.95,varlion,"negro, verde",bajo,medium eva,No data,blanda,avanzado,redonda,rugosa,control,mujer
VARLION LW ONE,39.95,varlion,amarillo,bajo,medium eva,fibra de vidrio,media,principiante,redonda,lisa,control,hombre
SOFTEE RUNA 3K HYBRID VERDE,152.95,softee,"negro, verde",No data,soft eva,No data,No data,avanzado,No data,lisa,No data,mixta
BEACH TENNIS NOX ADVANCED SAND GREEN,134.95,nox,No data,medio,soft eva,fibra de vidrio,blanda,avanzado,No data,rugosa,polivalente,mixta
HEAD RADICAL TOUR PICKLEBALL 226002,144.95,head,"negro, naranja",No data,No data,No data,No data,avanzado,No data,No data,polivalente,hombre
DUNLOP RAPID POWER 2.0,39.95,dunlop,"negro, amarillo",medio,medium eva,No data,No data,principiante,No data,lisa,polivalente,hombre
PICKLEBALL HEAD GRAVITY TOUR LITE 2023 200013,189.95,head,No data,No data,foam,fibra de vidrio,media,avanzado,No data,No data,potencia,hombre
PALA JOMA OPEN GREEN,59.95,joma,verde,medio,soft eva,fibra de vidrio,blanda,principiante,lágrima,lisa,potencia,mixta
LOK CARB-ON FLOW 2024,250.0,No data,verde,bajo,medium eva,No data,media,avanzado,redonda,rugosa,control,hombre
LOK MAXX FLOW 2024,300.0,No data,blanco,medio,medium eva,No data,media,avanzado,redonda,rugosa,polivalente,mujer
LOK BE FLOW 2024,110.0,No data,"azul, verde",medio,medium eva,fibra de vidrio,blanda,principiante,redonda,lisa,control,hombre
SOFTEE POTENZA BLACK EDITION,110.0,No data,naranja,alto,medium eva,fibra de vidrio,media,avanzado,diamante,lisa,potencia,hombre
LOK BE HYPE 2024,189.95,softee,negro,alto,soft eva,No data,No data,avanzado,diamante,lisa,No data,mixta
LEGEND ODYSSEY,68.95,No data,"negro, azul",bajo,medium eva,No data,No data,avanzado,lágrima,lisa,No data,mixta
BLACK CROWN SPECIAL 16K 2023,320.0,black crown,"negro, naranja",alto,soft eva,No data,No data,avanzado,lágrima,rugosa,potencia,hombre
ROYAL PADEL RP 850 PURE WOMAN,144.95,royal padel,rosa,alto,soft eva,No data,blanda,principiante,diamante,rugosa,polivalente,mujer
NOX TL10 BY TINO LIBAAK 2024,219.95,royal padel,azul,medio,No data,fibra de vidrio,blanda,principiante,lágrima,rugosa,polivalente,mujer
ROYAL PADEL 34 ANIVERSARIO LIGHT 2024,271.95,nox,No data,alto,No data,No data,media,avanzado,lágrima,rugosa,polivalente,hombre
NOX VK10 BY ARANZAZU OSORO 2024,169.95,nox,No data,No data,No data,No data,media,avanzado,redonda,rugosa,control,mujer
PICKLEBALL ADIDAS PB ADIPOWER ATTK 3.2 GRIS AMARILLO PB1AA5U29,229.95,adidas,"amarillo, gris",No data,No data,No data,dura,avanzado,No data,rugosa,control,mixta
ROYAL PADEL RP 850 PURE,297.95,royal padel,rosa,alto,medium eva,No data,media,pro,diamante,rugosa,potencia,mujer
ROYAL PADEL R-LINE RACE LIGHT 2024,144.95,royal padel,verde,alto,soft eva,No data,blanda,principiante,diamante,lisa,No data,hombre
ROYAL PADEL M27 LTD 2024,297.95,royal padel,No data,bajo,No data,No data,media,avanzado,redonda,rugosa,control,hombre
SIDE SPIN FOCUS 3K,147.95,No data,"negro, verde",alto,medium eva,No data,No data,avanzado,diamante,rugosa,No data,mixta
BULLPADEL INDIGA W MUJER 2022,79.95,bullpadel,"negro, rosa",bajo,soft eva,fibra de vidrio,No data,principiante,redonda,lisa,No data,mujer
ROYAL PADEL  760 CARRERA WOMAN,127.95,royal padel,"azul, rosa",bajo,soft eva,fibra de vidrio,blanda,avanzado,redonda,rugosa,control,mujer
STARVIE KENTA ETERNAL 2024,190.95,No data,"negro, gold",bajo,soft eva,No data,blanda,avanzado,redonda,rugosa,control,hombre
BULLPADEL ELITE COP 2023,249.95,bullpadel,"negro, rojo",medio,medium eva,No data,media,avanzado,lágrima,rugosa,polivalente,mujer
NOX LA10 BY LEO AUGSBURGER 2024,199.95,nox,negro,alto,No data,No data,media,avanzado,diamante,rugosa,potencia,mixta
STAR VIE RAPTOR PRO MASTER FINAL,179.0,No data,negro,No data,medium eva,No data,No data,avanzado,redonda,rugosa,polivalente,hombre
STARVIE TRITON SOFT 2024,229.95,No data,"negro, plateado",alto,soft eva,No data,blanda,avanzado,lágrima,rugosa,potencia,hombre
ENEBE RS 8.1 SILVER,87.95,enebe,"negro, plateado",medio,medium eva,fibra de vidrio,No data,avanzado,lágrima,lisa,No data,hombre
ENEBE RESPONSE 3K,184.95,enebe,verde,No data,hard eva,No data,media,avanzado,No data,lisa,polivalente,hombre
ENEBE MUSTANG 2024,234.95,enebe,negro,medio,medium eva,No data,media,avanzado,No data,rugosa,polivalente,hombre
DUNLOP BLITZ ATTACK 2022,49.95,dunlop,"negro, azul, verde",medio,soft eva,fibra de vidrio,No data,avanzado,lágrima,rugosa,No data,mixta
PICKLEBALL HEAD EXTREME TOUR MAX 2023,154.95,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,mixta
PICKLEBALL HEAD GRAVITY TOUR SH 2023 200033,189.99,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,mixta
ASICS SPEED 2018 157527 0657,79.95,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,mixta
SIUX ORIGEN PRO 2.0 ROJO 3896,109.95,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,mixta
NOX NERBO WPT LUXURY SERIES 2022,189.95,nox,"gris, rojo",alto,medium eva,No data,No data,pro,diamante,rugosa,No data,hombre
VIBOR-A TAIPAN CLASSIC EDITION,163.95,vibor-a,"negro, rojo",medio,soft eva,No data,No data,avanzado,lágrima,lisa,No data,mixta
RS PADEL PRIME TEAM EDITION NEGRO AZUL MUJER,89.95,No data,"negro, azul",medio,soft eva,No data,No data,avanzado,lágrima,rugosa,No data,mujer
PALA BEACH TENNIS ADIDAS BT METALBONE 3.2 H14 ROJO,139.95,adidas,rojo,No data,No data,No data,No data,avanzado,lágrima,No data,control,mixta
PICKLEBALL ADIDAS PB RX 44 PB3CA0U16,115.95,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,mixta
ROYAL PADEL AMERICA MASTER,123.95,royal padel,"negro, gold",medio,No data,fibra de vidrio,No data,avanzado,lágrima,rugosa,No data,mixta
PICKLEBALL HEAD EXTREME TOUR LITE 2023,149.95,head,verde,No data,No data,No data,blanda,avanzado,diamante,No data,control,hombre
PICKLEBALL HEAD RADICAL PRO 226022,109.95,head,No data,medio,No data,fibra de vidrio,media,avanzado,No data,lisa,potencia,mixta
PICKLEBALL HEAD EXTREME ELITE 2023,269.95,bullpadel,"blanco, azul",alto,medium eva,No data,media,avanzado,diamante,lisa,potencia,hombre
BULLPADEL HACK 03 CM FIN 23,69.95,head,verde,medio,No data,No data,No data,principiante,diamante,No data,polivalente,hombre
WILSON BELA PRO PADEL V2.5,271.95,wilson,rojo,alto,medium eva,No data,dura,pro,diamante,rugosa,polivalente,hombre
LOK MAXX HYPE 2024,300.0,No data,"blanco, rojo",alto,medium eva,No data,media,pro,diamante,rugosa,potencia,hombre
LOK EASY FLOW 2024,180.0,No data,verde,medio,medium eva,No data,media,principiante,redonda,lisa,polivalente,hombre
LOK CARB-ON HYPE 2024,250.0,No data,naranja,alto,No data,No data,media,avanzado,diamante,rugosa,polivalente,hombre
LOK EASY HYPE 2024,180.0,No data,"blanco, naranja",alto,medium eva,No data,media,principiante,diamante,lisa,potencia,hombre
ROYAL PADEL R-LINE RACE 2024,297.95,royal padel,No data,alto,medium eva,No data,media,pro,diamante,rugosa,potencia,hombre
ROYAL PADEL 777 RA,230.0,royal padel,"blanco, naranja",medio,No data,fibra de vidrio,No data,avanzado,lágrima,lisa,No data,mixta
ORYGEN EPIC 3 XTREME,59.95,orygen,"negro, naranja",medio,soft eva,No data,No data,avanzado,No data,lisa,No data,mixta
ENEBE RSX CARBON 2021,133.95,enebe,"negro, rojo",medio,soft eva,No data,No data,avanzado,lágrima,lisa,No data,hombre
SOFTEE GALAXY,54.95,softee,"negro, amarillo",bajo,soft eva,fibra de vidrio,No data,principiante,redonda,lisa,No data,mixta
DROP SHOT CONQUEROR 9.0,194.95,drop shot,"negro, gris",medio,medium eva,No data,No data,avanzado,lágrima,rugosa,polivalente,hombre
WILSON PRO STAFF V2 PADEL 2,231.95,wilson,"negro, amarillo",bajo,soft eva,No data,No data,avanzado,redonda,rugosa,No data,mixta
ROYAL PADEL WHIP WOMAN 2024,220.95,royal padel,No data,bajo,No data,fibra de vidrio,blanda,avanzado,redonda,rugosa,control,mujer
VIDAR OF BASTAD CC ELITE AIR,214.95,No data,"negro, blanco, rojo",medio,hard eva,No data,No data,avanzado,lágrima,rugosa,No data,mixta
ROYAL PADEL R-LINE CONTROL 2024,297.95,royal padel,verde,bajo,foam,No data,media,avanzado,redonda,rugosa,control,hombre
VIDAR OF BASTAD CC TOUR X,154.95,No data,"negro, blanco",No data,soft eva,No data,No data,avanzado,redonda,rugosa,No data,mixta
PICKLEBALL HEAD GRAVITY TOUR LH 2023,189.95,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,mixta
PICKLEBALL ADIDAS PB ADIPOWER ATTK TEAM NEGRO ROJO PB2AA0U17,184.95,adidas,"gris, rojo",alto,hard eva,No data,dura,avanzado,No data,No data,potencia,hombre
PICKLEBALL HEAD RADICAL ELITE 226032,69.95,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,mixta
SIDE SPIN SS1 FIBER GLASS,57.95,No data,"negro, azul",bajo,soft eva,fibra de vidrio,No data,principiante,redonda,lisa,No data,mixta
PALA DE PÁDEL SIDE SPIN VEXA CARBON FRAME,71.95,No data,"negro, fucsia, rosa",bajo,medium eva,No data,No data,avanzado,redonda,rugosa,No data,mixta
DUNLOP GALACTICA TEAM,159.95,dunlop,negro,medio,soft eva,No data,No data,avanzado,lágrima,rugosa,No data,mixta
ENEBE VENOM 22 0011818,101.95,enebe,"negro, blanco",medio,soft eva,fibra de vidrio,No data,principiante,lágrima,lisa,No data,hombre
VIBOR-A ASSASSIN ATTACK,61.95,vibor-a,"negro, naranja",alto,soft eva,No data,No data,avanzado,diamante,lisa,No data,hombre
VIBOR-A RUSSELL ADVANCE 2022,170.95,vibor-a,"negro, naranja",medio,soft eva,fibra de vidrio,No data,avanzado,lágrima,lisa,No data,mixta
SIDE SPIN AW6 FCO 3K MATT,103.95,No data,"negro, rojo",bajo,medium eva,No data,No data,avanzado,redonda,rugosa,No data,mixta
SOFTEE FREEDOM,224.95,softee,"negro, amarillo",alto,medium eva,No data,No data,avanzado,diamante,lisa,No data,mixta
RS PADEL PRO EDITION SIMON VASQUEZ,298.95,No data,"negro, naranja",alto,medium eva,No data,No data,avanzado,No data,rugosa,No data,hombre
SOFTEE SPEED WHITE POWER,121.95,softee,"negro, blanco, plateado",medio,soft eva,No data,No data,avanzado,lágrima,rugosa,No data,mixta
DUNLOP GALAXY,79.95,dunlop,"negro, rojo",medio,medium eva,No data,No data,avanzado,redonda,lisa,No data,mixta
DUNLOP INFERNO ULTIMATE PRO WHITE,59.95,dunlop,"negro, blanco",medio,soft eva,fibra de vidrio,No data,avanzado,No data,lisa,polivalente,mixta
PALA DE PÁDEL MUNICH ATMOSPHERE ROJO,67.95,No data,"negro, rojo",medio,medium eva,fibra de vidrio,No data,principiante,redonda,rugosa,No data,mixta
VIBOR-A ASSASINS,173.95,vibor-a,"gris, azul",medio,medium eva,No data,No data,avanzado,lágrima,lisa,No data,mixta
DUNLOP IMPACT CARBON PRO LTD WOMAN,69.95,dunlop,"gris, azul, rosa",medio,medium eva,No data,No data,avanzado,No data,rugosa,polivalente,mujer
SOFTEE WINNER PRO GALLAECIA,125.95,softee,"negro, verde",No data,soft eva,No data,No data,avanzado,lágrima,lisa,No data,mixta
DUNLOP IMPACT PRO HL ORANGE,59.95,dunlop,"negro, naranja, azul",medio,medium eva,fibra de vidrio,No data,avanzado,No data,lisa,No data,mixta
VIBOR-A VIPERA,64.95,vibor-a,"negro, rojo",medio,soft eva,fibra de vidrio,No data,principiante,redonda,rugosa,polivalente,hombre
STARVIE TITANIA KEPLER SPEED 2.0 2023,69.95,No data,"negro, azul, rojo",bajo,soft eva,fibra de vidrio,No data,avanzado,redonda,rugosa,control,mixta
J.HAYBER WARRIOR,192.95,No data,"negro, verde",medio,soft eva,No data,media,avanzado,redonda,lisa,control,hombre
DROP SHOT CONQUEROR 10 BT,146.95,drop shot,negro,medio,soft eva,No data,No data,avanzado,No data,rugosa,polivalente,hombre
